PINCODE,CITY,STATE
201201,Hapur,UTTAR PRADESH
245207,Modinagar,UTTAR PRADESH
245207,Hapur,UTTAR PRADESH
201310,Dadri,UTTAR PRADESH
201306,Dadri,UTTAR PRADESH
201312,Greater Noida,UTTAR PRADESH
201310,Greater Noida,UTTAR PRADESH
201310,A.g.nioda,UTTAR PRADESH
201304,Dadri,UTTAR PRADESH
201307,Dadri,UTTAR PRADESH
201305,Dadri,UTTAR PRADESH
201309,Dadri,UTTAR PRADESH
245208,Hapur,UTTAR PRADESH
233222,Mohammedabad,UTTAR PRADESH
233232,Zamania,UTTAR PRADESH
275203,Jakhania,UTTAR PRADESH
275203,Jakhanian **,UTTAR PRADESH
275203,Saidpur,UTTAR PRADESH
275203,Kakhania,UTTAR PRADESH
233224,Zamania,UTTAR PRADESH
233225,Mohammadabad ,UTTAR PRADESH
233225,Mohammedabad,UTTAR PRADESH
233225,Ghazipur,UTTAR PRADESH
233230,Mohammadabad,UTTAR PRADESH
233230,Mohammadabad ,UTTAR PRADESH
233230,Ghazipur,UTTAR PRADESH
275202,Saidpur,UTTAR PRADESH
233233,Mohammadabad ,UTTAR PRADESH
233227,Mohammedabad,UTTAR PRADESH
233303,Ghazipur,UTTAR PRADESH
232336,Zamania,UTTAR PRADESH
232331,Zamania,UTTAR PRADESH
233233,Mohammadabad,UTTAR PRADESH
233233,Ghazipur,UTTAR PRADESH
233221,Saidpur,UTTAR PRADESH
233231,Mohammedabad,UTTAR PRADESH
275201,Mohammedabad,UTTAR PRADESH
233306,Saidpur,UTTAR PRADESH
275202,Jakhania,UTTAR PRADESH
275202,Jakhanian **,UTTAR PRADESH
233222,Mohammadabad ,UTTAR PRADESH
233229,Mohammedabad,UTTAR PRADESH
233229,Mohammadabad,UTTAR PRADESH
233307,Saidpur,UTTAR PRADESH
233300,Ghazipur,UTTAR PRADESH
233233,Mohammedabad,UTTAR PRADESH
233310,Ghazipur,UTTAR PRADESH
233310,Jakhania,UTTAR PRADESH
233226,Ghazipur,UTTAR PRADESH
233227,Mohammadabad ,UTTAR PRADESH
233227,Jakhanian **,UTTAR PRADESH
233301,Mohammedabad,UTTAR PRADESH
233302,Saidpur,UTTAR PRADESH
233302,Ghazipur,UTTAR PRADESH
233311,Saidpur,UTTAR PRADESH
233311,Ghazipur,UTTAR PRADESH
233303,Mohammedabad,UTTAR PRADESH
233223,Saidpur,UTTAR PRADESH
233223,Ghazipur,UTTAR PRADESH
275204,Zamania,UTTAR PRADESH
275204,Mohammadabad ,UTTAR PRADESH
275204,Saidpur,UTTAR PRADESH
233304,Ghazipur,UTTAR PRADESH
232339,Zamania,UTTAR PRADESH
232328,Zamania,UTTAR PRADESH
232333,Zamania,UTTAR PRADESH
232332,Zamania,UTTAR PRADESH
232330,Zamania,UTTAR PRADESH
275205,Saidpur,UTTAR PRADESH
275205,Jakhania,UTTAR PRADESH
233228,Mohammedabad,UTTAR PRADESH
233228,Ghazipur,UTTAR PRADESH
233228,Mohammadabad ,UTTAR PRADESH
233305,Ghazipur,UTTAR PRADESH
232340,Zamania,UTTAR PRADESH
271202,Gonda,UTTAR PRADESH
271209,Balrampur,UTTAR PRADESH
271204,Balrampur,UTTAR PRADESH
271204,Gonda ,UTTAR PRADESH
271003,Colonelganj,UTTAR PRADESH
271003,Gonda,UTTAR PRADESH
271503,Colonelganj,UTTAR PRADESH
271003,,UTTAR PRADESH
271504,Utraula,UTTAR PRADESH
271403,Tarabganj,UTTAR PRADESH
271205,Tulsipur,UTTAR PRADESH
271206,Tulsipur,UTTAR PRADESH
271604,Colonelganj ,UTTAR PRADESH
271601,Gonda,UTTAR PRADESH
271604,Utraula,UTTAR PRADESH
271607,Balrampur,UTTAR PRADESH
271301,Mankapur,UTTAR PRADESH
271310,Mankapur,UTTAR PRADESH
271312,Mankapur,UTTAR PRADESH
271319,Tarabganj,UTTAR PRADESH
271319,Mankapur,UTTAR PRADESH
271307,Gonda ,UTTAR PRADESH
271307,Utraula,UTTAR PRADESH
271307,Mankapur ,UTTAR PRADESH
271124,Tarabganj,UTTAR PRADESH
271607,Utraula,UTTAR PRADESH
271207,Tulsipur,UTTAR PRADESH
271207,Balrampur,UTTAR PRADESH
271123,Gonda,UTTAR PRADESH
271123,Gonda ,UTTAR PRADESH
271123,Tarabganj,UTTAR PRADESH
271301,Mankapur ,UTTAR PRADESH
271301,Gonda ,UTTAR PRADESH
271129,Tarabganj,UTTAR PRADESH
271303,Tarabganj,UTTAR PRADESH
271303,Mankapur ,UTTAR PRADESH
271208,Tulsipur,UTTAR PRADESH
271401,Tarbganj,UTTAR PRADESH
271401,Tarabganj,UTTAR PRADESH
271504,Tarabganj,UTTAR PRADESH
271504,Tarbganj,UTTAR PRADESH
271504,Colonelganj ,UTTAR PRADESH
271125,Colonelganj,UTTAR PRADESH
271311,Colonelganj,UTTAR PRADESH
271311,Colonelganj ,UTTAR PRADESH
271126,Colonelganj ,UTTAR PRADESH
271126,Colonelganj,UTTAR PRADESH
271502,Colonelganj,UTTAR PRADESH
271502,Colonelganj ,UTTAR PRADESH
271503,,UTTAR PRADESH
271503,Colonelganj ,UTTAR PRADESH
271122,Gonda,UTTAR PRADESH
271122,Colonelganj ,UTTAR PRADESH
271122,Gonda ,UTTAR PRADESH
271403,Taranganj,UTTAR PRADESH
271403,Tarabganu,UTTAR PRADESH
271403,Tarabganjj,UTTAR PRADESH
271402,Tarabganj,UTTAR PRADESH
271402,Tarabfanj,UTTAR PRADESH
271402,Tarabganij,UTTAR PRADESH
271309,Tarabganj,UTTAR PRADESH
271002,Gonda,UTTAR PRADESH
271201,Ikauna **,UTTAR PRADESH
271210,Tulsipur,UTTAR PRADESH
271203,Tulsipur,UTTAR PRADESH
271210,Tuslipur,UTTAR PRADESH
271205,Balrampur,UTTAR PRADESH
271861,Tulsipur,UTTAR PRADESH
271215,Tulsipur,UTTAR PRADESH
271215,Tulsipuir,UTTAR PRADESH
271208,Gonda ,UTTAR PRADESH
271208,Balrampur,UTTAR PRADESH
271310,Tarabganj,UTTAR PRADESH
271302,Mankapur,UTTAR PRADESH
271302,Manakpur,UTTAR PRADESH
271302,Tarabganj,UTTAR PRADESH
271302,Mankapur ,UTTAR PRADESH
271305,Mankapur,UTTAR PRADESH
271305,Mankapur ,UTTAR PRADESH
271305,Harraiya,UTTAR PRADESH
271313,Mankapur,UTTAR PRADESH
271313,Manapur,UTTAR PRADESH
271313,,UTTAR PRADESH
271312,Mankapur ,UTTAR PRADESH
271604,Balrampur,UTTAR PRADESH
271603,Gonda ,UTTAR PRADESH
271603,Gonda,UTTAR PRADESH
271306,Utraula,UTTAR PRADESH
271609,Utraula,UTTAR PRADESH
271602,Gonda,UTTAR PRADESH
271602,Gonda ,UTTAR PRADESH
273163,Nichlaul,UTTAR PRADESH
273304,Nichlaul,UTTAR PRADESH
273303,Maharajgang,UTTAR PRADESH
273163,,UTTAR PRADESH
273163,Maharajganj,UTTAR PRADESH
273303,Mahrajganj,UTTAR PRADESH
273207,Nichlaul,UTTAR PRADESH
273302,Mahrajganj,UTTAR PRADESH
273151,Mahrajganj,UTTAR PRADESH
273305,Nidhlaul,UTTAR PRADESH
273303,Mahrajganj.,UTTAR PRADESH
273305,Nautanwa,UTTAR PRADESH
273302,Mahrajgang,UTTAR PRADESH
273303,Marajganj,UTTAR PRADESH
273409,Gola ,UTTAR PRADESH
273408,,UTTAR PRADESH
273155,Farenda,UTTAR PRADESH
273158,Campierganj,UTTAR PRADESH
273164,Nautanawa,UTTAR PRADESH
273165,Gorakhpur,UTTAR PRADESH
273201,Chauri Chaura,UTTAR PRADESH
273202,Sadar,UTTAR PRADESH
273403,Bansgaon,UTTAR PRADESH
273403,,UTTAR PRADESH
273401,Bhowapar,UTTAR PRADESH
273401,Khajani,UTTAR PRADESH
273401,Sadar,UTTAR PRADESH
273015,Sadar,UTTAR PRADESH
273014,Sadar,UTTAR PRADESH
273209,Sadar,UTTAR PRADESH
273209,Sahajanwa,UTTAR PRADESH
273202,,UTTAR PRADESH
273152,,UTTAR PRADESH
273402,Gola ,UTTAR PRADESH
273402,Gola,UTTAR PRADESH
273402,,UTTAR PRADESH
273408,Gola,UTTAR PRADESH
273403,Basgaon,UTTAR PRADESH
273413,Basgaon,UTTAR PRADESH
273413,Chauri Chaura,UTTAR PRADESH
273413,Basgaob,UTTAR PRADESH
273413,Bansgaon,UTTAR PRADESH
273411,Basgaon,UTTAR PRADESH
273411,Bansgaon,UTTAR PRADESH
273408,Basgaon,UTTAR PRADESH
273412,Gola,UTTAR PRADESH
273401,,UTTAR PRADESH
273209,Sahjanwa,UTTAR PRADESH
273209,Sajhanwa,UTTAR PRADESH
273016,Sader,UTTAR PRADESH
273163,Nochlaul,UTTAR PRADESH
273207,,UTTAR PRADESH
273207,Mahrajganj,UTTAR PRADESH
273163,Mahrajganj,UTTAR PRADESH
273302,Maharaganj,UTTAR PRADESH
273305,Nachulwa,UTTAR PRADESH
273302,Maharganj,UTTAR PRADESH
273207,Mahraganj,UTTAR PRADESH
273302,Maharajganj,UTTAR PRADESH
273302,Maharjang,UTTAR PRADESH
273302,Maharajang,UTTAR PRADESH
273407,Gola,UTTAR PRADESH
273407,Khajni,UTTAR PRADESH
273407,,UTTAR PRADESH
273407,Gola ,UTTAR PRADESH
273404,Khajni,UTTAR PRADESH
273404,Gola,UTTAR PRADESH
273409,Gola,UTTAR PRADESH
273404,Khajani,UTTAR PRADESH
273404,,UTTAR PRADESH
273213,,UTTAR PRADESH
273213,Khajani,UTTAR PRADESH
273211,,UTTAR PRADESH
273211,Khajani,UTTAR PRADESH
273406,,UTTAR PRADESH
273406,Bansgaon,UTTAR PRADESH
273408,Gola ,UTTAR PRADESH
273212,Khajani,UTTAR PRADESH
273212,,UTTAR PRADESH
273212,Khajni,UTTAR PRADESH
273212,Sahjanwa,UTTAR PRADESH
273157,Farenda,UTTAR PRADESH
273161,Farenda,UTTAR PRADESH
273162,Nautanawa,UTTAR PRADESH
273162,Nautanwa,UTTAR PRADESH
273155,Nautanwa,UTTAR PRADESH
273164,Nautanwa,UTTAR PRADESH
273158,Camperganj,UTTAR PRADESH
273165,Campierganj,UTTAR PRADESH
273002,Sadar,UTTAR PRADESH
273405,Chauri Chaura,UTTAR PRADESH
273405,,UTTAR PRADESH
273203,Chauri Chaura,UTTAR PRADESH
273306,Sadar,UTTAR PRADESH
273013,Sadar,UTTAR PRADESH
273007,Gorakhpur,UTTAR PRADESH
273007,,UTTAR PRADESH
273007,Sadar,UTTAR PRADESH
273010,Sadar,UTTAR PRADESH
273301,Mahrajganj,UTTAR PRADESH
273301,,UTTAR PRADESH
273152,Sadar,UTTAR PRADESH
273301,Sadar,UTTAR PRADESH
241001,Harodi,UTTAR PRADESH
284121,Jhansi,UTTAR PRADESH
284202,Garautha,UTTAR PRADESH
284303,Moth,UTTAR PRADESH
284205,Mauranipur,UTTAR PRADESH
284122,Lalitpur,UTTAR PRADESH
284405,Mahroni,UTTAR PRADESH
284126,,UTTAR PRADESH
285202,Kalpi,UTTAR PRADESH
285124,Jalaun,UTTAR PRADESH
285205,Konch,UTTAR PRADESH
285126,Madhogarh,UTTAR PRADESH
285206,Konch,UTTAR PRADESH
285127,Madhogarh,UTTAR PRADESH
285129,Madhogarh,UTTAR PRADESH
285205,,UTTAR PRADESH
285223,Konch,UTTAR PRADESH
285125,,UTTAR PRADESH
285125,Madhogarh,UTTAR PRADESH
285130,,UTTAR PRADESH
285130,Madhogarh,UTTAR PRADESH
284202,,UTTAR PRADESH
284002,Jhansi,UTTAR PRADESH
284204,Mauranipur,UTTAR PRADESH
284204,,UTTAR PRADESH
284303,,UTTAR PRADESH
284306,Moth,UTTAR PRADESH
284306,,UTTAR PRADESH
284419,Jhansi,UTTAR PRADESH
284304,,UTTAR PRADESH
284304,Moth,UTTAR PRADESH
284003,Jhansi,UTTAR PRADESH
284206,,UTTAR PRADESH
284206,Mauranipur,UTTAR PRADESH
284402,Mehroni,UTTAR PRADESH
284402,Mahroni,UTTAR PRADESH
284402,,UTTAR PRADESH
284122,,UTTAR PRADESH
284201,Jhansi,UTTAR PRADESH
284127,Jhansi,UTTAR PRADESH
284120,Jhansi,UTTAR PRADESH
284301,,UTTAR PRADESH
284301,Jhnsi,UTTAR PRADESH
284301,Jhansi,UTTAR PRADESH
284302,,UTTAR PRADESH
284302,Maruanipur,UTTAR PRADESH
284302,Mauranipur,UTTAR PRADESH
284203,Garautha,UTTAR PRADESH
284203,,UTTAR PRADESH
284202,jhansi,UTTAR PRADESH
284123,Lalitpur,UTTAR PRADESH
284123,,UTTAR PRADESH
284124,Lalitpur ,UTTAR PRADESH
284124,Lalitpur,UTTAR PRADESH
284124,,UTTAR PRADESH
284405,,UTTAR PRADESH
284404,,UTTAR PRADESH
284404,Mahroni,UTTAR PRADESH
284136,,UTTAR PRADESH
284406,Mahroni,UTTAR PRADESH
284406,,UTTAR PRADESH
284501,Lalitpur,UTTAR PRADESH
284126,Talbehat,UTTAR PRADESH
284403,,UTTAR PRADESH
285001,,UTTAR PRADESH
285201,Konch,UTTAR PRADESH
285202,,UTTAR PRADESH
285121,Jalaun,UTTAR PRADESH
285203,Kalpi,UTTAR PRADESH
285203,,UTTAR PRADESH
285203,Kalpi ,UTTAR PRADESH
285122,Orai,UTTAR PRADESH
285128,Jalaun,UTTAR PRADESH
285123,Jalaun,UTTAR PRADESH
285204,Kalpi,UTTAR PRADESH
285204,Kalpi ,UTTAR PRADESH
285204,,UTTAR PRADESH
284128,Jhansi,UTTAR PRADESH
284135,Jhansi,UTTAR PRADESH
284135,,UTTAR PRADESH
284401,Jhansi,UTTAR PRADESH
208017,Kheora,UTTAR PRADESH
209306,Rasulabad,UTTAR PRADESH
209202,Bilhaur,UTTAR PRADESH
209301,Kanpur Dehat,UTTAR PRADESH
209311,Kanpur Dehat,UTTAR PRADESH
209205,Shivrajpur,UTTAR PRADESH
209831,Unnao,UTTAR PRADESH
209863,Unnao,UTTAR PRADESH
209825,Purwa,UTTAR PRADESH
209865,Unnao,UTTAR PRADESH
209862,Unnao,UTTAR PRADESH
209870,Unnao,UTTAR PRADESH
209870,Unna,UTTAR PRADESH
209871,Unnao,UTTAR PRADESH
209871,Safipur,UTTAR PRADESH
209871,Sfipur,UTTAR PRADESH
209871,Safuipur,UTTAR PRADESH
209312,Knpur Dehat,UTTAR PRADESH
209312,Kanpur Dehat,UTTAR PRADESH
209203,Chaubepur,UTTAR PRADESH
209112,Amraudha,UTTAR PRADESH
209209,Kanpur Dehat,UTTAR PRADESH
209209,Kanpur Dehta,UTTAR PRADESH
209206,Kanpur Dehat,UTTAR PRADESH
209307,Kanpur Dehat,UTTAR PRADESH
209206,Ghatampur,UTTAR PRADESH
209302,Jhinjhak,UTTAR PRADESH
209204,kanpur Dehat,UTTAR PRADESH
208001,Kanpur,UTTAR PRADESH
209101,Akbarpur,UTTAR PRADESH
209101,Akbapur,UTTAR PRADESH
209208,KANPUR,UTTAR PRADESH
209115,Kanpur Dehat,UTTAR PRADESH
209115,Kanpur Dheat,UTTAR PRADESH
209208,Kanpur Dehta,UTTAR PRADESH
209208,Kanpur Dehat,UTTAR PRADESH
209208,Kanpur  Dehat,UTTAR PRADESH
209310,Kanpur Dehat,UTTAR PRADESH
209308,Kanpur Dehat,UTTAR PRADESH
209825,Unnao,UTTAR PRADESH
209863,Kanpur Dehat,UTTAR PRADESH
209111,Pukhraayan,UTTAR PRADESH
209111,Pukhrayan,UTTAR PRADESH
209206,Kanpur,UTTAR PRADESH
209303,Rura,UTTAR PRADESH
209121,Kanpur Dehat,UTTAR PRADESH
209121,Kanpu Dehat,UTTAR PRADESH
209202,Kanpur,UTTAR PRADESH
209204,Sheoli,UTTAR PRADESH
209868,Unnao,UTTAR PRADESH
209866,Unnaao,UTTAR PRADESH
209866,Unnao,UTTAR PRADESH
209881,Unnao,UTTAR PRADESH
209859,Unnao,UTTAR PRADESH
209859,Uunao,UTTAR PRADESH
209867,Unnao,UTTAR PRADESH
209863,KANPUR,UTTAR PRADESH
209125,Sikandra,UTTAR PRADESH
209210,Uttaripura,UTTAR PRADESH
209864,Unnao,UTTAR PRADESH
209827,Unnao,UTTAR PRADESH
209869,Unnao,UTTAR PRADESH
209861,Unnao,UTTAR PRADESH
209841,Unnao,UTTAR PRADESH
209821,Unnao,UTTAR PRADESH
262702,Lakhimpur,UTTAR PRADESH
262721,Lakhimpur,UTTAR PRADESH
261506,Lakhimpur,UTTAR PRADESH
261501,Lakhimpur,UTTAR PRADESH
261502,Dhaurahara,UTTAR PRADESH
262906,Nighasan,UTTAR PRADESH
262802,Gola,UTTAR PRADESH
261505,Mohammdi,UTTAR PRADESH
262902,Palia,UTTAR PRADESH
262724,Dhaurahara,UTTAR PRADESH
262907,Dhaurahara,UTTAR PRADESH
262907,Nighasan,UTTAR PRADESH
262726,Lakhimpur,UTTAR PRADESH
262728,Lakhimpur,UTTAR PRADESH
262725,Lakhimpur,UTTAR PRADESH
262805,Gola Gokaran Nath,UTTAR PRADESH
262723,Dhaurahara,UTTAR PRADESH
262903,Nighasan,UTTAR PRADESH
262905,Nighasan,UTTAR PRADESH
262901,Gola,UTTAR PRADESH
262901,Gola Gokaran Nath,UTTAR PRADESH
262801,Gola,UTTAR PRADESH
262801,Gola Gokaran Nath,UTTAR PRADESH
262802,Gola Gokaran Nath,UTTAR PRADESH
262803,Gola,UTTAR PRADESH
262805,Gola,UTTAR PRADESH
262727,Mohammdi,UTTAR PRADESH
262804,Mohammdi,UTTAR PRADESH
262908,Palia,UTTAR PRADESH
262904,Palia,UTTAR PRADESH
226401,Lucknow,UTTAR PRADESH
226101,Lucknow,UTTAR PRADESH
226102,Malihabad,UTTAR PRADESH
226104,Malihabad,UTTAR PRADESH
226203,Bakshi Ka Ta,UTTAR PRADESH
226303,Mohanlalganj,UTTAR PRADESH
226201,Bakshi Ka Talab,UTTAR PRADESH
226028,Lucknow,UTTAR PRADESH
226202,Lucknow,UTTAR PRADESH
226202,Bakshi Ka Talab,UTTAR PRADESH
226103,Malihabad,UTTAR PRADESH
226008,Lucknow,UTTAR PRADESH
226501,Mohanlalganj,UTTAR PRADESH
226201,Lucknow,UTTAR PRADESH
226203,Bakshi Ka Talab,UTTAR PRADESH
226013,Lucknow,UTTAR PRADESH
226301,Mohanlalganj,UTTAR PRADESH
226302,Mohanlalganj,UTTAR PRADESH
226021,Lucknow,UTTAR PRADESH
226017,Lucknow,UTTAR PRADESH
205264,Karahal,UTTAR PRADESH
205264,Karhal,UTTAR PRADESH
205247,Mainpuri,UTTAR PRADESH
205247,Bhogaon ,UTTAR PRADESH
205264,Kahal,UTTAR PRADESH
205265,Mainpuri,UTTAR PRADESH
205268,Karhal,UTTAR PRADESH
205119,Mainpuri,UTTAR PRADESH
205262,Bhogaon,UTTAR PRADESH
205262,Firozabad,UTTAR PRADESH
205304,Bhogaon ,UTTAR PRADESH
205301,Bhongaon,UTTAR PRADESH
283152,Jasrana ,UTTAR PRADESH
283130,Jasrana ,UTTAR PRADESH
283141,Shikohabad,UTTAR PRADESH
283204,Firozabad,UTTAR PRADESH
205303,Bhongaon,UTTAR PRADESH
205303,Bhogaon ,UTTAR PRADESH
205268,Karahal,UTTAR PRADESH
205304,Bhongaon,UTTAR PRADESH
205263,Mainpuri,UTTAR PRADESH
205261,Karhal,UTTAR PRADESH
205261,Mainpuri,UTTAR PRADESH
205261,Karahal,UTTAR PRADESH
205301,Bhogaon ,UTTAR PRADESH
205262,Bhongaon,UTTAR PRADESH
205262,Bhogaon ,UTTAR PRADESH
205267,Bhongaon,UTTAR PRADESH
205267,Bhogaon ,UTTAR PRADESH
283203,Firozbaad,UTTAR PRADESH
283152,Jasrana,UTTAR PRADESH
283103,Firozabad,UTTAR PRADESH
283206,Shikohabad ,UTTAR PRADESH
283206,Firozabad,UTTAR PRADESH
283136,Jasrana,UTTAR PRADESH
283130,Jasarana,UTTAR PRADESH
283142,Jasarana,UTTAR PRADESH
283142,Shikohabad ,UTTAR PRADESH
283207,Jasarana,UTTAR PRADESH
283207,Jasrana ,UTTAR PRADESH
283145,Shikohabad ,UTTAR PRADESH
283145,Shikohabad,UTTAR PRADESH
283145,Shjkohabad,UTTAR PRADESH
283135,Shikohabad,UTTAR PRADESH
283141,Shikohabad ,UTTAR PRADESH
283151,Shikohabad ,UTTAR PRADESH
283151,Shikohabad,UTTAR PRADESH
205121,Mainpuri,UTTAR PRADESH
283136,Jasrana ,UTTAR PRADESH
281201,Bajna,UTTAR PRADESH
281205,Mant,UTTAR PRADESH
281502,Goverdhan,UTTAR PRADESH
281401,,UTTAR PRADESH
281403,RAYA,UTTAR PRADESH
250621,Baraut,UTTAR PRADESH
250601,Baraut,UTTAR PRADESH
250623,Baraut,UTTAR PRADESH
250101,Baraut,UTTAR PRADESH
250404,Mawana,UTTAR PRADESH
250622,Baraut,UTTAR PRADESH
250501,Meerut,UTTAR PRADESH
245206,Meerut,UTTAR PRADESH
250401,Mawana,UTTAR PRADESH
250341,Meerut,UTTAR PRADESH
250342,Sardhana,UTTAR PRADESH
250344,Sardhana,UTTAR PRADESH
250345,Baraut,UTTAR PRADESH
250606,Baraut,UTTAR PRADESH
250617,Baraut,UTTAR PRADESH
250615,Baraut,UTTAR PRADESH
250502,Meerut,UTTAR PRADESH
250406,Mawana,UTTAR PRADESH
250103,Meerut,UTTAR PRADESH
250205,Meerut,UTTAR PRADESH
250004,Meerut,UTTAR PRADESH
250221,Sardhana,UTTAR PRADESH
250626,Meerut,UTTAR PRADESH
250402,Mawana,UTTAR PRADESH
250110,Meerut,UTTAR PRADESH
250619,Baraut,UTTAR PRADESH
250625,Baraut,UTTAR PRADESH
250104,Meerut,UTTAR PRADESH
250101,Khekra,UTTAR PRADESH
250106,Meerut,UTTAR PRADESH
250344,Meerut,UTTAR PRADESH
250341,Sardhana,UTTAR PRADESH
250609,Baghpat,UTTAR PRADESH
250617,Baghpat,UTTAR PRADESH
250611,Baraut **,UTTAR PRADESH
250620,Baraut,UTTAR PRADESH
250222,Sardhana,UTTAR PRADESH
250406,Sardhana,UTTAR PRADESH
250104,Mawana,UTTAR PRADESH
250617,Meerut,UTTAR PRADESH
250606,,UTTAR PRADESH
250606,Baruat,UTTAR PRADESH
250104,Kithore,UTTAR PRADESH
250106,Mawana,UTTAR PRADESH
250617,Baruat,UTTAR PRADESH
250345,Baruat,UTTAR PRADESH
231307,Mirzapur Sadar,UTTAR PRADESH
231210,Mirzapur Sadar,UTTAR PRADESH
231304,Mirzapur,UTTAR PRADESH
231307,Lalganj,UTTAR PRADESH
231210,Mirzapur,UTTAR PRADESH
231302,Mirzapur,UTTAR PRADESH
231302,Adalhat,UTTAR PRADESH
231302,Adlalhat,UTTAR PRADESH
231301,Chunar,UTTAR PRADESH
231301,Mirzapur,UTTAR PRADESH
231304,Mirzapur Sadar,UTTAR PRADESH
231212,Mirzapur,UTTAR PRADESH
231205,Sonbhadra,UTTAR PRADESH
231226,Dudhi,UTTAR PRADESH
231304,Mirazapur Sadar,UTTAR PRADESH
231309,Mirzapur,UTTAR PRADESH
231501,Mirzapur,UTTAR PRADESH
231210,Mrizapur,UTTAR PRADESH
231304,Chuanr,UTTAR PRADESH
231312,Mirzapur,UTTAR PRADESH
231225,Sonbhadar,UTTAR PRADESH
231225,Sonbhadra,UTTAR PRADESH
231501,Sadar,UTTAR PRADESH
231206,Robertsganj,UTTAR PRADESH
231314,Mirzapur,UTTAR PRADESH
231313,Mirzapur,UTTAR PRADESH
231207,Sonbadra,UTTAR PRADESH
231208,Sobhadra,UTTAR PRADESH
231208,Sonbadra,UTTAR PRADESH
231305,Chuanr,UTTAR PRADESH
231305,,UTTAR PRADESH
231223,Sonbhadr,UTTAR PRADESH
231215,Sonbhaddra,UTTAR PRADESH
231215,Sonbhadra,UTTAR PRADESH
231210,Sonbhadra,UTTAR PRADESH
231216,Sonbadra,UTTAR PRADESH
231211,Mirzpaur,UTTAR PRADESH
231307,Mirzpaur,UTTAR PRADESH
231226,Sonbadra,UTTAR PRADESH
231222,Dudhi,UTTAR PRADESH
231306,Chunar,UTTAR PRADESH
244231,Dhanaura,UTTAR PRADESH
244102,Amroha,UTTAR PRADESH
244102,Sambhal,UTTAR PRADESH
244410,Chandausi,UTTAR PRADESH
244412,Chandausi,UTTAR PRADESH
244414,Chandausi,UTTAR PRADESH
244601,Thakurdwara,UTTAR PRADESH
244701,Milak ,UTTAR PRADESH
244927,Rampur,UTTAR PRADESH
244302,Sambhal,UTTAR PRADESH
244925,Suar,UTTAR PRADESH
244303,Sambhal,UTTAR PRADESH
244301,Sambhal,UTTAR PRADESH
244925,Sambhal,UTTAR PRADESH
244242,Hasanpur,UTTAR PRADESH
244242,Dhanaura,UTTAR PRADESH
244104,Mundha,UTTAR PRADESH
244921,Bilaspur,UTTAR PRADESH
244231,Amroha,UTTAR PRADESH
244235,Hasanpur,UTTAR PRADESH
244235,Dhanaura,UTTAR PRADESH
244241,Hasanpur,UTTAR PRADESH
244241,Amroha,UTTAR PRADESH
244222,Amroha,UTTAR PRADESH
244304,Sambhal,UTTAR PRADESH
244225,Dhanaura,UTTAR PRADESH
244102,Moradabad,UTTAR PRADESH
244102,Bilari,UTTAR PRADESH
244102,Thakurdwara,UTTAR PRADESH
244501,Kanth,UTTAR PRADESH
244501,Amroha,UTTAR PRADESH
244501,Moradabad,UTTAR PRADESH
244251,Amroha,UTTAR PRADESH
244236,Amroha,UTTAR PRADESH
244236,Dhanaura,UTTAR PRADESH
244236,Hasanpur,UTTAR PRADESH
244255,Hasanpur,UTTAR PRADESH
244105,THAKURDWARA,UTTAR PRADESH
244601,THAKURDWARA,UTTAR PRADESH
244504,Moradabad,UTTAR PRADESH
244105,Moradabad,UTTAR PRADESH
244411,Bilari,UTTAR PRADESH
244412,Bilari,UTTAR PRADESH
244411,Chandausi,UTTAR PRADESH
244411,Moradabad,UTTAR PRADESH
244401,Thakurdwara,UTTAR PRADESH
244401,Thakaurdwara,UTTAR PRADESH
244413,Bilari,UTTAR PRADESH
244413,Balari,UTTAR PRADESH
244104,Moradabad,UTTAR PRADESH
244414,Bilari,UTTAR PRADESH
244402,Moradabad,UTTAR PRADESH
244402,Thakurdwara,UTTAR PRADESH
244415,Bilari,UTTAR PRADESH
244301,Chandausi,UTTAR PRADESH
244602,Thakurdwara,UTTAR PRADESH
244601,Thakuedwara,UTTAR PRADESH
244921,Bilasour,UTTAR PRADESH
244921,Builaspur,UTTAR PRADESH
244923,Bilaspur,UTTAR PRADESH
244923,Moradabad,UTTAR PRADESH
244701,Milak,UTTAR PRADESH
244701,Kilak,UTTAR PRADESH
244922,Shahabad ,UTTAR PRADESH
244922,Shahabad,UTTAR PRADESH
244924,Suar,UTTAR PRADESH
244925,Moradabad,UTTAR PRADESH
251310,Muzaffarnagar,UTTAR PRADESH
247776,Shamli,UTTAR PRADESH
251003,Muzaffarnagar,UTTAR PRADESH
251201,Muzaffarnagar,UTTAR PRADESH
251202,Muzaffarnagar,UTTAR PRADESH
251305,Shamli,UTTAR PRADESH
247774,Kairana,UTTAR PRADESH
247777,Kairana,UTTAR PRADESH
251309,Budhana,UTTAR PRADESH
251311,Muzaffarnagar,UTTAR PRADESH
251308,Muzaffarnagar,UTTAR PRADESH
251309,Budhna,UTTAR PRADESH
251314,Jansath,UTTAR PRADESH
251201,Jansath,UTTAR PRADESH
251201,Budhana,UTTAR PRADESH
251001,Mzn,UTTAR PRADESH
251306,Muzaffarnagar,UTTAR PRADESH
251307,Muzaffarnagar,UTTAR PRADESH
251307,Muzaffarnagarmuzaffarnagar,UTTAR PRADESH
251203,Muzaffarnagar,UTTAR PRADESH
251203,Budhana,UTTAR PRADESH
